study_id,effect_id,analytic_n,distinct_profile_signatures,profiles_with_any_missing_demographic,pct_profiles_with_any_missing_demographic,n_f,max_signature_multiplicity_in_panel,max_abs_signature_share_error_pp,same_panel_control_treatment,profile_fields_available,status,control_observed_n,treatment_observed_n,human_control_conditions,human_treatment_conditions,outcome,analytic_sample_definition,human_estimator,population_matching_method
Williamson859,Williamson859:Food stamps:hyp1,1008,167,251,24.900793650793652,500,16,0.1007936507936508,True,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,PASS,504,504,COND2,COND1,Food stamps,pooled respondents in human control/treatment comparison with observed y,unweighted difference in condition means,study_effect_analytic_profile_distribution_unweighted_largest_remainder
Williamson859,Williamson859:Military:hyp1,1007,167,250,24.826216484607745,500,17,0.10069513406156902,True,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,PASS,504,503,COND2,COND1,Military,pooled respondents in human control/treatment comparison with observed y,unweighted difference in condition means,study_effect_analytic_profile_distribution_unweighted_largest_remainder
Williamson859,Williamson859:Social Security:hyp1,1008,168,251,24.900793650793652,500,17,0.1007936507936508,True,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,PASS,505,503,COND2,COND1,Social Security,pooled respondents in human control/treatment comparison with observed y,unweighted difference in condition means,study_effect_analytic_profile_distribution_unweighted_largest_remainder
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp1,790,126,199,25.189873417721518,500,22,0.12658227848101267,True,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,PASS,403,387,Descriptive Information,Baseline,Providing Personal Pronouns,pooled respondents in human control/treatment comparison with observed y,unweighted difference in condition means,study_effect_analytic_profile_distribution_unweighted_largest_remainder
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp2,792,124,189,23.863636363636363,500,23,0.12626262626262627,True,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,PASS,405,387,Injunctive Norm,Baseline,Providing Personal Pronouns,pooled respondents in human control/treatment comparison with observed y,unweighted difference in condition means,study_effect_analytic_profile_distribution_unweighted_largest_remainder
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp3,785,119,181,23.05732484076433,500,26,0.12738853503184713,True,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,PASS,398,387,Descriptive Information + Injunctive Norm,Baseline,Providing Personal Pronouns,pooled respondents in human control/treatment comparison with observed y,unweighted difference in condition means,study_effect_analytic_profile_distribution_unweighted_largest_remainder
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp1,790,127,201,25.443037974683545,500,21,0.12658227848101267,True,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,PASS,405,385,Descriptive Information,Baseline,They/Them Pronouns in Forms,pooled respondents in human control/treatment comparison with observed y,unweighted difference in condition means,study_effect_analytic_profile_distribution_unweighted_largest_remainder
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp2,790,124,188,23.79746835443038,500,23,0.12658227848101267,True,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,PASS,405,385,Injunctive Norm,Baseline,They/Them Pronouns in Forms,pooled respondents in human control/treatment comparison with observed y,unweighted difference in condition means,study_effect_analytic_profile_distribution_unweighted_largest_remainder
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp3,783,119,181,23.116219667943806,500,26,0.1277139208173691,True,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,PASS,398,385,Descriptive Information + Injunctive Norm,Baseline,They/Them Pronouns in Forms,pooled respondents in human control/treatment comparison with observed y,unweighted difference in condition means,study_effect_analytic_profile_distribution_unweighted_largest_remainder
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp1,791,127,201,25.410872313527182,500,22,0.12642225031605564,True,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,PASS,407,384,Descriptive Information,Baseline,Using They/Them Pronouns,pooled respondents in human control/treatment comparison with observed y,unweighted difference in condition means,study_effect_analytic_profile_distribution_unweighted_largest_remainder
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp2,789,124,189,23.954372623574145,500,23,0.12674271229404308,True,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,PASS,405,384,Injunctive Norm,Baseline,Using They/Them Pronouns,pooled respondents in human control/treatment comparison with observed y,unweighted difference in condition means,study_effect_analytic_profile_distribution_unweighted_largest_remainder
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp3,782,119,181,23.145780051150894,500,26,0.1278772378516624,True,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,PASS,398,384,Descriptive Information + Injunctive Norm,Baseline,Using They/Them Pronouns,pooled respondents in human control/treatment comparison with observed y,unweighted difference in condition means,study_effect_analytic_profile_distribution_unweighted_largest_remainder
bucci1408,bucci1408:Rewarding:hyp1,2170,24,607,27.972350230414747,500,60,0.10138248847926246,True,GENDER|race_4|age_5|EDUC4,PASS,1074,1096,"A: Drunk Driving, High Risk","A: Drunk Driving, Low Risk",Rewarding,pooled respondents in human control/treatment comparison with observed y,unweighted difference in condition means,study_effect_analytic_profile_distribution_unweighted_largest_remainder
